Supplementary Data 3 -Differentially expressed genes in food allergy,,,,,,,,,,,,,,
transcript ID,entrez ID,symbol,chromosome,start,end,biotype,description,log FoldChange (case-control),Average Expression,t statistic,P.Value,adjusted.P.Value,B score,direction
ENSG00000166012,100302240,TAF1D,11,93463114,93517557,protein_coding,"TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa [Source:HGNC Symbol;Acc:28759]",-0.245677193,6.968446412,-3.86181392,0.000234805,0.009562554,0.111347337,down
ENSG00000133393,123811,FOPNL,16,15959577,15982482,protein_coding,FGFR1OP N-terminal like [Source:HGNC Symbol;Acc:26435],-0.245082061,5.375993938,-3.378288416,0.001152876,0.025058184,-1.267783726,down
ENSG00000166164,29117,BRD7,16,50347398,50402845,protein_coding,bromodomain containing 7 [Source:HGNC Symbol;Acc:14310],-0.244813137,6.454523906,-3.733818225,0.000362179,0.012374678,-0.269525782,down
ENSG00000145860,153830,RNF145,5,158584417,158637061,protein_coding,ring finger protein 145 [Source:HGNC Symbol;Acc:20853],-0.243147508,6.954310048,-4.077561074,0.000111017,0.006070102,0.813064064,down
ENSG00000138071,10097,ACTR2,2,65454887,65498387,protein_coding,ARP2 actin-related protein 2 homolog (yeast) [Source:HGNC Symbol;Acc:169],-0.241983043,9.365312529,-3.293760319,0.001502469,0.029494802,-1.664743517,down
ENSG00000139737,122060,SLAIN1,13,78272023,78338377,protein_coding,"SLAIN motif family, member 1 [Source:HGNC Symbol;Acc:26387]",-0.241831753,4.782207655,-3.764419508,0.000326782,0.01164752,-0.03919645,down
ENSG00000163527,201595,STT3B,3,31574130,31679112,protein_coding,"STT3B, subunit of the oligosaccharyltransferase complex (catalytic) [Source:HGNC Symbol;Acc:30611]",-0.241151967,7.958139723,-3.794844407,0.000294877,0.010906995,-0.131412933,down
ENSG00000143149,223,ALDH9A1,1,165631453,165668100,protein_coding,"aldehyde dehydrogenase 9 family, member A1 [Source:HGNC Symbol;Acc:412]",-0.240978783,5.731076408,-3.450673642,0.000915938,0.021815985,-1.08774001,down
ENSG00000170949,90338,ZNF160,19,53569859,53606689,protein_coding,zinc finger protein 160 [Source:HGNC Symbol;Acc:12948],-0.239949233,5.991000076,-3.226318303,0.001850449,0.032960507,-1.742812299,down
ENSG00000069509,139341,FUNDC1,X,44382885,44402247,protein_coding,FUN14 domain containing 1 [Source:HGNC Symbol;Acc:28746],-0.239501205,3.615990163,-3.335751268,0.001317925,0.027440761,-1.168037658,down
ENSG00000152443,284309,ZNF776,19,58258164,58269527,protein_coding,zinc finger protein 776 [Source:HGNC Symbol;Acc:26765],-0.238507134,5.281820367,-3.882593347,0.00021868,0.009187468,0.3290925,down
ENSG00000049245,9341,VAMP3,1,7831329,7841492,protein_coding,vesicle-associated membrane protein 3 [Source:HGNC Symbol;Acc:12644],-0.238325872,4.338649134,-3.183892907,0.002106632,0.035386912,-1.655758081,down
ENSG00000113522,10111,RAD50,5,131891711,131980313,protein_coding,RAD50 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:9816],-0.238033933,6.596158905,-3.282792156,0.001554527,0.030189057,-1.629708471,down
ENSG00000133302,84250,ANKRD32,5,93954052,94075141,protein_coding,ankyrin repeat domain 32 [Source:HGNC Symbol;Acc:25408],-0.236819623,4.055414739,-3.42039086,0.001008844,0.022956383,-0.982347325,down
ENSG00000143437,405,ARNT,1,150782181,150849244,protein_coding,aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:700],-0.236748246,6.482586763,-3.691527111,0.000417158,0.013544341,-0.408416315,down
ENSG00000130544,79230,ZNF557,19,7069455,7087979,protein_coding,zinc finger protein 557 [Source:HGNC Symbol;Acc:28632],-0.236223382,4.435126484,-3.236010106,0.001796171,0.032486068,-1.526078244,down
ENSG00000120837,4801,NFYB,12,104510855,104532067,protein_coding,"nuclear transcription factor Y, beta [Source:HGNC Symbol;Acc:7805]",-0.236218102,5.301975257,-3.428789446,0.000982223,0.022779445,-1.108437682,down
ENSG00000213799,91664,ZNF845,19,53837002,53858122,protein_coding,zinc finger protein 845 [Source:HGNC Symbol;Acc:25112],-0.235883327,4.585462712,-3.418166563,0.001016008,0.023048775,-1.016261088,down
ENSG00000213186,286827,TRIM59,3,160150233,160203561,protein_coding,tripartite motif containing 59 [Source:HGNC Symbol;Acc:30834],-0.235712374,5.489569568,-3.299117913,0.00147764,0.029187651,-1.503705851,down
ENSG00000167333,55128,TRIM68,11,4619902,4629489,protein_coding,tripartite motif containing 68 [Source:HGNC Symbol;Acc:21161],-0.235603089,3.919208893,-3.465549138,0.00087332,0.021410607,-0.817438622,down
ENSG00000166024,27291,R3HCC1L,10,99894387,100004654,protein_coding,R3H domain and coiled-coil containing 1-like [Source:HGNC Symbol;Acc:23512],-0.235589416,4.969512557,-4.472103439,2.67E-05,0.002396479,2.291530769,down
ENSG00000051825,10198,MPHOSPH9,12,123636867,123728561,protein_coding,M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:7215],-0.235427974,6.057907043,-3.669336028,0.000449099,0.014214759,-0.442318207,down
ENSG00000012048,672,BRCA1,17,41196312,41277500,protein_coding,"breast cancer 1, early onset [Source:HGNC Symbol;Acc:1100]",-0.234465647,4.683517644,-3.040793294,0.003236222,0.045456505,-2.020727764,down
ENSG00000221909,221786,FAM200A,7,99143931,99156159,protein_coding,"family with sequence similarity 200, member A [Source:HGNC Symbol;Acc:25401]",-0.23407897,3.523937945,-3.026094058,0.003379724,0.046844319,-1.980204782,down
ENSG00000178980,6415,SEPW1,19,48281829,48287943,protein_coding,"selenoprotein W, 1 [Source:HGNC Symbol;Acc:10752]",-0.233292241,5.579413195,-3.515949389,0.000742442,0.019698217,-0.869849496,down
ENSG00000186272,7565,ZNF17,19,57922531,57933307,protein_coding,zinc finger protein 17 [Source:HGNC Symbol;Acc:12958],-0.233210627,3.651548248,-3.239721833,0.001775782,0.032240951,-1.410392029,down
ENSG00000108055,9126,SMC3,10,112327449,112364394,protein_coding,structural maintenance of chromosomes 3 [Source:HGNC Symbol;Acc:2468],-0.233160671,7.36998086,-4.337013047,4.38E-05,0.003379368,1.68285908,down
ENSG00000121940,23155,CLCC1,1,109472130,109506111,protein_coding,chloride channel CLIC-like 1 [Source:HGNC Symbol;Acc:29675],-0.233129929,4.691149857,-3.044699156,0.003199054,0.045373648,-2.099170798,down
ENSG00000134758,51444,RNF138,18,29671818,29711524,protein_coding,"ring finger protein 138, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:17765]",-0.232879373,6.804640622,-3.451981266,0.000912115,0.021807515,-1.151369921,down
ENSG00000152601,4154,MBNL1,3,151961617,152183569,protein_coding,muscleblind-like splicing regulator 1 [Source:HGNC Symbol;Acc:6923],-0.232783564,9.141417541,-3.620446172,0.000527874,0.0159325,-0.690119923,down
ENSG00000105483,22900,CARD8,19,48684027,48759203,protein_coding,"caspase recruitment domain family, member 8 [Source:HGNC Symbol;Acc:17057]",-0.232538744,7.490613126,-3.100623498,0.002708594,0.04127214,-2.166494714,down
ENSG00000129292,51105,PHF20L1,8,133787618,133861052,protein_coding,PHD finger protein 20-like 1 [Source:HGNC Symbol;Acc:24280],-0.23247915,6.443982576,-4.107057879,0.000100035,0.005666863,0.93919629,down
ENSG00000112029,26271,FBXO5,6,153291664,153304714,protein_coding,F-box protein 5 [Source:HGNC Symbol;Acc:13584],-0.232366677,5.003943588,-3.201134222,0.001998759,0.034544937,-1.719037979,down
ENSG00000132356,5562,PRKAA1,5,40759481,40798476,protein_coding,"protein kinase, AMP-activated, alpha 1 catalytic subunit [Source:HGNC Symbol;Acc:9376]",-0.232228312,6.64430013,-3.587401504,0.000588374,0.016867922,-0.725675856,down
ENSG00000104687,2936,GSR,8,30535583,30585443,protein_coding,glutathione reductase [Source:HGNC Symbol;Acc:4623],-0.232059437,5.994538382,-3.956869142,0.000169276,0.007863433,0.465398537,down
ENSG00000105968,94239,H2AFV,7,44866390,44887682,protein_coding,"H2A histone family, member V [Source:HGNC Symbol;Acc:20664]",-0.23180961,7.006748703,-3.608140635,0.000549678,0.016303664,-0.689031398,down
ENSG00000162869,129285,PPP1R21,2,48667737,48742525,protein_coding,"protein phosphatase 1, regulatory subunit 21 [Source:HGNC Symbol;Acc:30595]",-0.231778587,5.214961319,-3.488409736,0.00081146,0.020686209,-0.918706643,down
ENSG00000136811,4957,ODF2,9,131217465,131263571,protein_coding,outer dense fiber of sperm tails 2 [Source:HGNC Symbol;Acc:8114],-0.231601757,5.804032361,-3.27689559,0.001583209,0.030374944,-1.591376573,down
ENSG00000160654,917,CD3G,11,118215059,118225876,protein_coding,"CD3g molecule, gamma (CD3-TCR complex) [Source:HGNC Symbol;Acc:1675]",-0.231509021,7.412785639,-3.111293991,0.002623363,0.040496828,-2.138727238,down
ENSG00000075292,100507113,ZNF638,2,71503691,71662199,protein_coding,zinc finger protein 638 [Source:HGNC Symbol;Acc:17894],-0.231483789,7.106635684,-3.988285483,0.000151776,0.007465405,0.522441633,down
ENSG00000160131,203547,VMA21,X,150564987,150577836,protein_coding,VMA21 vacuolar H+-ATPase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:22082],-0.2314218,6.039568607,-3.171643153,0.002186556,0.036373193,-1.913040121,down
ENSG00000145833,9879,DDX46,5,134094469,134190823,protein_coding,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46 [Source:HGNC Symbol;Acc:18681],-0.231315543,7.380077921,-3.944249275,0.000176838,0.008088895,0.363616924,down
ENSG00000187514,100506248,PTMA,2,232571605,232578251,protein_coding,"prothymosin, alpha [Source:HGNC Symbol;Acc:9623]",-0.231288474,10.98107288,-3.103118967,0.002688433,0.041197888,-2.204363893,down
ENSG00000182903,170960,ZNF721,4,419604,492945,protein_coding,zinc finger protein 721 [Source:HGNC Symbol;Acc:29425],-0.230390996,4.738570629,-3.458377044,0.000893628,0.021639803,-0.933792228,down
ENSG00000118620,80264,ZNF430,19,21203426,21242856,protein_coding,zinc finger protein 430 [Source:HGNC Symbol;Acc:20808],-0.230146513,5.296184572,-3.927055814,0.000187663,0.008428745,0.449694405,down
ENSG00000166377,374868,ATP9B,18,76829285,77138283,protein_coding,"ATPase, class II, type 9B [Source:HGNC Symbol;Acc:13541]",-0.2298807,5.02222411,-3.928154122,0.000186953,0.008416893,0.491359702,down
ENSG00000134597,51634,RBMX2,X,129535943,129547317,protein_coding,"RNA binding motif protein, X-linked 2 [Source:HGNC Symbol;Acc:24282]",-0.229755025,4.844837586,-3.774123585,0.000316264,0.011429143,-0.012188314,down
ENSG00000272580,170960,ZNF721,HG174_HG254_PATCH,425815,499156,protein_coding,zinc finger protein 721 [Source:HGNC Symbol;Acc:29425],-0.229728398,4.737667877,-3.448064517,0.000923613,0.021860777,-0.963919456,down
ENSG00000189403,3146,HMGB1,13,31032884,31191734,protein_coding,high mobility group box 1 [Source:HGNC Symbol;Acc:4983],-0.229575142,8.92319027,-3.189906488,0.002068403,0.035025457,-1.956005314,down
ENSG00000164548,29896,TRA2A,7,23544399,23571660,protein_coding,transformer 2 alpha homolog (Drosophila) [Source:HGNC Symbol;Acc:16645],-0.229133311,6.995466624,-3.384245233,0.001131382,0.02470183,-1.355183649,down
ENSG00000198887,23137,SMC5,9,72873937,72969804,protein_coding,structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:20465],-0.228052322,6.650669501,-3.617840292,0.000532422,0.0160185,-0.638857451,down
ENSG00000135269,26136,TES,7,115850547,115898837,protein_coding,testis derived transcript (3 LIM domains) [Source:HGNC Symbol;Acc:14620],-0.227868357,7.024669759,-3.230337074,0.001827758,0.032805739,-1.798574743,down
ENSG00000116754,9295,SRSF11,1,70671365,70718735,protein_coding,serine/arginine-rich splicing factor 11 [Source:HGNC Symbol;Acc:10782],-0.227581387,8.120986656,-4.318485732,4.69E-05,0.003531038,1.606365204,down
ENSG00000144445,151050,KANSL1L,2,210886147,211036107,protein_coding,KAT8 regulatory NSL complex subunit 1-like [Source:HGNC Symbol;Acc:26310],-0.22682784,4.384814816,-3.234943366,0.001802071,0.03252056,-1.503928782,down
ENSG00000108468,10951,CBX1,17,46147414,46178883,protein_coding,chromobox homolog 1 [Source:HGNC Symbol;Acc:1551],-0.226110392,6.494871639,-3.979713361,0.00015637,0.007641895,0.509345436,down
ENSG00000156976,100302143,EIF4A2,3,186500994,186507689,protein_coding,eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:3284],-0.225989479,8.614087887,-3.651149246,0.000476998,0.01482348,-0.587906035,down
ENSG00000132780,4678,NASP,1,46049518,46084566,protein_coding,nuclear autoantigenic sperm protein (histone-binding) [Source:HGNC Symbol;Acc:7644],-0.225576902,7.254561663,-4.547916805,2.01E-05,0.001955784,2.428744655,down
ENSG00000116478,3065,HDAC1,1,32757687,32799236,protein_coding,histone deacetylase 1 [Source:HGNC Symbol;Acc:4852],-0.225183972,7.713602509,-4.985193631,3.80E-06,0.000681952,4.007900013,down
ENSG00000134152,79768,KATNBL1,15,34432875,34502297,protein_coding,katanin p80 subunit B-like 1 [Source:HGNC Symbol;Acc:26199],-0.225180184,4.772732998,-3.644406097,0.000487755,0.015040076,-0.402091782,down
ENSG00000111790,26127,FGFR1OP2,12,27091316,27119583,protein_coding,FGFR1 oncogene partner 2 [Source:HGNC Symbol;Acc:23098],-0.225174774,6.514247887,-3.507529779,0.00076293,0.020072398,-0.969908377,down
ENSG00000108395,4591,TRIM37,17,57059999,57184282,protein_coding,tripartite motif containing 37 [Source:HGNC Symbol;Acc:7523],-0.225106461,4.977257089,-4.178399698,7.76E-05,0.004832886,1.28514075,down
ENSG00000168564,55602,CDKN2AIP,4,184365744,184369351,protein_coding,CDKN2A interacting protein [Source:HGNC Symbol;Acc:24325],-0.224748419,5.763619004,-4.805276649,7.61E-06,0.001078805,3.423184245,down
ENSG00000116918,7257,TSNAX,1,231664399,231702270,protein_coding,translin-associated factor X [Source:HGNC Symbol;Acc:12380],-0.224454501,6.121933043,-3.716941507,0.000383235,0.012886546,-0.305618045,down
ENSG00000143753,8560,DEGS1,1,224363458,224381143,protein_coding,"delta(4)-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:13709]",-0.224302575,5.773722783,-3.995706551,0.000147903,0.007355365,0.608359909,down
ENSG00000165097,221656,KDM1B,6,18155560,18224084,protein_coding,lysine (K)-specific demethylase 1B [Source:HGNC Symbol;Acc:21577],-0.224224812,4.003215493,-3.07378632,0.002934493,0.043011864,-1.931051732,down
ENSG00000083123,594,BCKDHB,6,80816364,81055987,protein_coding,"branched chain keto acid dehydrogenase E1, beta polypeptide [Source:HGNC Symbol;Acc:987]",-0.224171224,4.139017275,-3.284876625,0.001544505,0.030098704,-1.378042679,down
ENSG00000131051,9584,RBM39,20,34291531,34330234,protein_coding,RNA binding motif protein 39 [Source:HGNC Symbol;Acc:15923],-0.223968648,8.104901102,-3.174593344,0.002167053,0.036112438,-1.982492797,down
ENSG00000196757,90592,ZNF700,19,12035883,12061588,protein_coding,zinc finger protein 700 [Source:HGNC Symbol;Acc:25292],-0.223549297,4.765953043,-3.275988771,0.001587664,0.030374944,-1.470375652,down
ENSG00000269334,7569,ZNF182,HG1436_HG1432_PATCH,47834250,47863377,protein_coding,zinc finger protein 182 [Source:HGNC Symbol;Acc:13001],-0.223535932,3.574736868,-3.126989529,0.002502529,0.039198438,-1.715286717,down
ENSG00000131845,57343,ZNF304,19,57862675,57871266,protein_coding,zinc finger protein 304 [Source:HGNC Symbol;Acc:13505],-0.223493183,4.623962451,-3.110844641,0.002626901,0.040518289,-1.899069682,down
ENSG00000147118,7569,ZNF182,X,47834250,47863377,protein_coding,zinc finger protein 182 [Source:HGNC Symbol;Acc:13001],-0.223465846,3.574949716,-3.124200539,0.002523614,0.039441138,-1.722741624,down
ENSG00000126777,3895,KTN1,14,56025790,56168244,protein_coding,kinectin 1 (kinesin receptor) [Source:HGNC Symbol;Acc:6467],-0.22289854,7.484446183,-3.493633578,0.000797919,0.020598104,-1.047411615,down
ENSG00000064933,5378,PMS1,2,190649107,190742355,protein_coding,PMS1 postmeiotic segregation increased 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:9121],-0.222292526,4.700378812,-3.259305913,0.001671748,0.031097148,-1.524506256,down
ENSG00000165525,9147,NEMF,14,50249997,50319921,protein_coding,nuclear export mediator factor [Source:HGNC Symbol;Acc:10663],-0.221990569,5.947980282,-3.666935491,0.00045269,0.014279791,-0.438750059,down
ENSG00000137871,145783,ZNF280D,15,56922379,57210769,protein_coding,zinc finger protein 280D [Source:HGNC Symbol;Acc:25953],-0.221936344,5.179644313,-3.328497856,0.001348198,0.027886417,-1.343821749,down
ENSG00000094975,51430,SUCO,1,172501489,172580971,protein_coding,SUN domain containing ossification factor [Source:HGNC Symbol;Acc:1240],-0.221601774,5.742255485,-3.538382748,0.000690368,0.018846759,-0.811366349,down
ENSG00000088035,29929,ALG6,1,63833261,63904233,protein_coding,"ALG6, alpha-1,3-glucosyltransferase [Source:HGNC Symbol;Acc:23157]",-0.220772462,4.488410982,-3.497921241,0.000786964,0.020447899,-0.799287741,down
ENSG00000113368,4001,LMNB1,5,126112315,126172712,protein_coding,lamin B1 [Source:HGNC Symbol;Acc:6637],-0.220467132,6.873216693,-3.203089714,0.001986856,0.034416947,-1.843928011,down
ENSG00000183943,5613,PRKX,X,3522411,3631649,protein_coding,"protein kinase, X-linked [Source:HGNC Symbol;Acc:9441]",-0.219806378,6.818228926,-3.477417365,0.000840669,0.021027806,-1.072271503,down
ENSG00000138668,3184,HNRNPD,4,83273651,83295656,protein_coding,"heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa) [Source:HGNC Symbol;Acc:5036]",-0.219561716,8.733004467,-3.833876393,0.000258285,0.010018295,-0.01721992,down
ENSG00000124795,7913,DEK,6,18224099,18265054,protein_coding,DEK oncogene [Source:HGNC Symbol;Acc:2768],-0.219195024,7.935317853,-3.78626112,0.000303564,0.011119267,-0.155531433,down
ENSG00000138185,953,ENTPD1,10,97471536,97637023,protein_coding,ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:3363],-0.2189951,5.180745899,-4.037227937,0.000127924,0.006703223,0.803721222,down
ENSG00000131966,55860,ACTR10,14,58666798,58701750,protein_coding,actin-related protein 10 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:17372],-0.21895172,5.238721033,-3.219707875,0.001888347,0.033291384,-1.697661746,down
ENSG00000198466,84914,ZNF587,19,58361225,58376480,protein_coding,zinc finger protein 587 [Source:HGNC Symbol;Acc:30955],-0.217998756,5.664934009,-3.457013272,0.00089754,0.021655226,-1.040046172,down
ENSG00000012660,60481,ELOVL5,6,53132196,53213947,protein_coding,ELOVL fatty acid elongase 5 [Source:HGNC Symbol;Acc:21308],-0.217928501,6.971441358,-4.243838338,6.14E-05,0.00419588,1.373105723,down
ENSG00000134186,55119,PRPF38B,1,109234945,109244425,protein_coding,pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:25512],-0.217629928,7.20875025,-3.470210103,0.000860356,0.021270989,-1.106350013,down
ENSG00000116350,6429,SRSF4,1,29474255,29508499,protein_coding,serine/arginine-rich splicing factor 4 [Source:HGNC Symbol;Acc:10786],-0.217134088,6.944750472,-5.057495919,2.86E-06,0.000568242,4.295505589,down
ENSG00000116903,149371,EXOC8,1,231468480,231473598,protein_coding,exocyst complex component 8 [Source:HGNC Symbol;Acc:24659],-0.217073067,5.673229461,-3.06161465,0.003042621,0.043713636,-2.166585473,down
ENSG00000156504,159090,FAM122B,X,133903596,133931262,protein_coding,family with sequence similarity 122B [Source:HGNC Symbol;Acc:30490],-0.217058498,5.751813827,-3.444188589,0.000935127,0.02202276,-1.101490631,down
ENSG00000092871,117584,RFFL,17,33333009,33416338,protein_coding,ring finger and FYVE-like domain containing E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:24821],-0.21649722,6.000415025,-3.252059804,0.001709556,0.031401226,-1.636917379,down
ENSG00000165322,94134,ARHGAP12,10,32094365,32217742,protein_coding,Rho GTPase activating protein 12 [Source:HGNC Symbol;Acc:16348],-0.216338236,4.50231694,-3.034413468,0.003297796,0.046081198,-2.051628216,down
